Weight,PNC,PNE,I_Palsa_E2,III_Palsa_N1,I_Palsa_C1,I_Palsa_C2,I_Palsa_E1,I_Palsa_N1,I_Palsa_N2,II_Palsa_C1,II_Palsa_C2,II_Palsa_E1,II_Palsa_E2,II_Palsa_N1,II_Palsa_N2,III_Palsa_C1,III_Palsa_C2,III_Palsa_E1,III_Palsa_E2,III_Palsa_N2,all
1070.38978,97431045.9707235,23755662.0819247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
1068.37407,90387711.16782,32368948.2638846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
1062.28961,86726256.2377921,48879978.839283,709137.396355643,204532.209341391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
1036.768,NA,NA,11268577.5171913,11239406.7552042,5723753.90201681,3031666.83685873,3772073.1394274,11828350.2588439,3145236.16150691,24445039.0807096,36320853.0504314,11169941.1797439,29863238.6123004,61568627.7893726,24157970.0924142,58704721.0575881,6582703.50517477,1638508.20741918,40503997.9139438,19038301.3201443,1
1013.21943,160915306.011565,107199781.647594,189003.749865075,NA,38639.5997583517,NA,NA,387381.260759754,576704.187982654,46654.75414466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
1012.21607,372945315.347981,479484348.072787,844636.148910263,NA,38639.5997583517,NA,40084.0124269115,1026487.8427653,1616999.95694189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
1000.25224,137923.635336701,NA,250135.923523788,31507201.6772456,823422.148686846,788513.967296526,201007.878939152,916566.864728839,NA,17825977.3738429,1727848.86791359,7440191.16695128,17654646.2960902,24295251.0641121,3958217.89971668,17605550.3174689,1711822.93163552,25022397.9169015,20352237.0612827,55432819.3390959,1
998.5853,100348274.401499,154559949.614771,1938269.75158503,118142.203557004,NA,27663.6546229982,515270.80303021497,810146.882078949,449498.438055145,36823.3870350676,10892.1902714843,182852.318137487,96025.7749663191,177555.26121976,128401.942325844,NA,NA,NA,NA,187433.135972695,1
998.5853,28235173.8552879,NA,1938269.75158503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
994.43001,NA,NA,NA,206358131.015559,NA,153453.131465164,NA,42423.0263283628,NA,5693354.99508162,NA,NA,NA,903728.441567245,112030407.658834,238930.544243281,NA,345066.646197191,26391865.6068904,789624.94260351,1
982.59045,305831185.883677,300701637.002126,12530792.8019145,618724.754208973,102722.673777314,125615.818724838,3593646.65604494,4164358.26513051,NA,109262.383984628,46688.6981721339,2150111.1985405,1878607.68162553,404974.012243719,766374.713942956,36414.8514987619,NA,113577.241718585,434259.846251212,654988.265748565,1
928.19385,NA,NA,22984560.0415161,169105345.800758,61320144.1341469,62248578.6766074,27731653.0809501,81907266.0234439,17478029.540561,76955919.1998154,54709842.9560215,94415731.0450522,87044223.9526439,259175465.981301,193499245.376261,217654036.965701,50380884.2835804,337130628.762096,92831907.004858,443921927.229104,1
926.17849,NA,NA,36885446.2522302,117081130.204645,55203426.7421334,52962451.2393454,39657832.8373051,75679033.1271605,43450655.4911756,48032159.8220316,36652564.177908,67751441.1780451,58747689.1278256,91931722.1745916,100546135.383931,159452025.142581,67161894.3808367,207133047.405479,96237073.5693119,144676326.752454,1
916.43354,76219099.5288103,1942411.70500899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
914.17835,2107870.36400503,NA,3945766.29742453,29723156.7453423,9558505.08088957,9302815.23565848,3756295.27125645,11539792.5781845,2484390.5793632,16867463.3770836,8710421.71411192,13617382.4300961,20201808.9794138,37184900.7980614,24683735.4722979,28781016.1337553,6605752.23851271,39437050.6719102,11995224.0126651,68770212.6049826,1
908.3357,107253866.269975,15247221.8838635,NA,66383.7017376486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
906.32081,97911843.1717705,16948409.2732385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
884.21877,NA,NA,NA,10583076.3372676,NA,1651484.065933,NA,61400.2180224339,NA,690011.773146614,35391.3145115074,395834.348335019,762018.881769097,2557957.72609245,9511864.13738069,NA,1168024.65283413,10020410.0420614,2016855.782101,71841254.7371747,1
870.23968,2080397.98738396,249417.483346284,NA,12351468.1614916,62013.2811561741,25697298.4528858,NA,78688.1249560594,NA,291849.456595396,516083.272299536,886372.205661813,548817.214576575,3475523.4166339,7845862.91690828,NA,8839611.50117188,8110988.76636263,18822805.4538101,59907592.2718178,1
868.22456,4788260.17516141,2707374.01682234,NA,21306393.2132855,389120.528307207,90415502.8590481,NA,NA,44299.075259379,184497.860701885,NA,125329.361761351,272776.598046209,1242367.33810745,17751454.3126712,NA,379863.233529531,14606237.9805669,676407.397010223,70517330.0262644,1
866.3083,NA,NA,NA,31480298.2337132,102981.502296936,33273.8616141385,NA,NA,NA,1511043.54358246,NA,NA,NA,252527.89656995,69301.5246501989,NA,249669.994254301,NA,175000.741297945,38549612.8222677,1
866.2094,7717414.08541865,6576553.54986513,206116.492784771,1277667.72815583,1737019.47200134,74890389.7965652,NA,431443.602604966,46392.794826179,11469995.5579298,670303.25616424,1644156.38364251,2665424.25701143,9415565.19204101,90857793.20994,894672.556827776,134687.586681552,28063675.1073443,3198762.56960176,95778453.568988,1
866.2083,886171.85918084,483378.461752266,208571.946992937,307103837.586329,229901.624391591,33112371.1006901,30943.5705829489,1072650.40424923,97996.4108880589,16711930.6596202,1053918.3422452,409113.215329126,2429696.29903643,8208714.69017142,179715046.381248,1118945.95470948,1340246.76459189,10156724.0177822,1625473.98011601,41967834.2505504,1
864.19301,1688153.34922883,579019.453586643,1069580.86912034,58571405.2805835,28371825.1889611,8257181.89401992,1054055.52858213,16985676.6591114,8232690.13760178,24840011.0355748,14445322.2590805,13434597.3070909,29128370.4527622,17510994.5841034,35393346.3383285,13576042.4278356,79458075.9273376,19534386.8196142,67062574.9788157,94190366.3740893,1
838.38575,39477296.7525489,716705.990525514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
836.53128,195494826.93198,165316326.793495,2780787.14552362,245672.708348631,16013766.8114071,6503862.62033791,763415.257364351,1441008.59786724,788504.636053132,28890.3675014934,31476.9025944966,336243.245723646,353351.360942914,332401.303285174,215185.625959814,27617.125177611,15490.872062107,10008.7245055213,NA,343106.74827102,1
813.46122,NA,NA,2163684.98216006,55347732.8321616,51508505.7747156,210433934.170109,2638666.77033409,1125971.97594478,37129.769309391,7128119.46745441,58313.795084225,44593880.898929,25706763.5907749,58477496.9893808,74199137.6292552,8970793.61595785,9828289.4667064,119704416.981577,28716174.0542433,52612349.9029191,1
812.45766,159703.690233718,NA,6345068.09376701,159401537.679704,151486868.046626,596133590.832815,7590025.82799327,6459463.84323013,519079.632461391,19764872.8703878,183440.810945279,122299319.560962,70741936.100361,121511972.948983,205552861.034475,21193100.6459596,16272922.8188519,335983891.35655,79601389.1733407,657089783.206774,1
812.29129,420785.02778962,NA,NA,10141735.4894476,39357369.318175,3217499.80855075,52236.7872278864,11903422.2254603,12331944.4375155,591617.897186025,379460.3260094,773588.028162949,11175428.876953,680021.536993124,1538706.27660252,3471616.05887444,76973930.1643737,22914.8201034225,482248.862344302,13078497.7118751,1
806.2291,61150371.4915449,24565851.8856512,259156.48755687,NA,NA,NA,NA,36578.4421619582,NA,NA,68080.4751274213,NA,NA,NA,30911.7450393798,86962.4603883345,66036.3158090513,44603.9531026823,130715.318861712,98303.3235601423,1
798.36968,48642520.5023108,30858434.6134043,293753.485472783,76403.5555115397,NA,NA,67260.4611223518,283274.106538577,409429.853258873,NA,20798.4467041456,36676.2706763096,39407.5774476069,NA,326835.889731064,59636.2832034924,28215.1081704818,63740.6302006161,40343.217483232,127344.567484505,1
796.31769,NA,NA,250258.450816158,7903514.77923803,730248.171317127,680931.743840125,382661.528615627,1484092.27154846,215603.864422412,4142494.7551052,2790027.46020564,1923020.15931475,3011935.80159595,14381159.7154722,55065403.9169079,10723949.5678856,1212291.14434292,14619548.2609145,2432640.99403942,24904880.1286685,1
786.36921,NA,NA,22072.3908764097,26830019.652195,113144.233852934,122887.425198207,NA,100758.0374631,NA,41111738.0450893,68615.0948744698,37803.3761598352,408099.499199318,902840.296008804,14846448.4171962,258663.943007488,32448.5334268814,837000.383368875,12008879.5817352,58030274.7759144,1
780.23387,161205.283613515,NA,2445558.4833081,436273984.92625,1762101601.81988,81982613.7052919,1868601.36246578,1267959436.41703,21172781.411848,8510719.80746604,18234526.894273,12722858.9353509,1444487551.05006,13296553.8966434,58452936.4103964,63091092.5534768,684683944.233817,3025829.30736302,8897816.98799253,569942879.413342,1
780.11968,NA,NA,10056035.5459153,44977747.9160507,21313285.2397709,22843388.7590864,11665460.9589573,24937466.0479184,11826525.0850885,23706216.1571758,16479907.1486647,24598084.6199406,23675989.1038794,39863985.2810119,55899174.8013203,62315695.9244303,25812546.4868175,72696589.608113,34816345.6191697,79415339.3239955,1
780.11967,1283571.30483986,NA,16684344.6427211,60092971.4782319,37893198.0881122,36571458.4439151,21123340.3033658,40433524.9754765,19045439.3164501,28132651.486912802,30880246.260152,42786267.4697752,42119496.9225995,74090116.4591284,80046863.6579989,104747256.871184,42518481.5461734,118102793.922135,40636216.528153,86536780.1199676,1
772.38994,900272.871352834,NA,74772.750166388,34164625.5160611,50575.9744436961,171040.582481382,NA,111434.259383733,33305.8515000077,19135186.3879952,41799.1310277217,267187.997068716,318339.924773648,518420.485337957,43012007.8248597,83515.0884969766,372048.577185116,1165589.68223516,4582462.93867858,28259168.3961856,1
772.24448,240977.790688661,NA,1296546.54754051,23876158.759945,11211724.4123588,1651129.91729583,1270471.72471175,7058339.48222105,1121379.58685422,10089052.552914,6438384.73314221,10238399.5067536,11114876.9803652,17631381.9903236,22263435.6259788,8410860.01830331,9329142.95879289,16318019.5544624,71636551.3849305,50483695.4224243,1
758.30143,114301995.763645,66105007.7470826,72931.8400768689,7432127.5134046,303055.282460609,700127.71626449,NA,451590.802523853,83498.3823141702,1581048.32741737,233150.048513755,102498.0869676,254192.203466797,990399.08989116,4777302.54433449,689672.032139086,339733.448128051,1663938.39656853,1516311.60140637,9211509.64596144,1
756.39544,NA,4553674.87769619,44449.0708555342,24170281.1790917,212816.076549299,234680.469463054,180874.716591439,62582.133247109,101795.539410258,12104844.4912123,378104.05845966,523406.478634782,350504.985390415,1149883.18584182,4081560.37346806,1159799.68472345,457476.078810677,2321941.52100924,12243105.5632962,59648050.5326529,1
756.32245,82580265.1139906,11510404.0500766,NA,NA,1243136.62184145,NA,NA,85229.0060093972,NA,120967.32376443,NA,NA,143994.104952573,NA,NA,NA,49313.4812806788,NA,NA,NA,1
754.37974,150233.877990904,NA,119734.718128315,37359956.2860743,643855.053821034,428394.700993302,69164.8010862367,346096.910406114,NA,106852048.049742,539541.80851367,1525657.80688104,405002.76747046,3808157.68495149,4236701.86312351,1251581.02878578,626911.043929482,4434693.18287884,20547340.0166661,100228826.363733,1
740.39951,124035.28502182,NA,3235375.60087261,312938227.343036,6732607.50515528,7107437.39636195,5178850.84852077,7485357.78546283,3238063.77603955,522463304.954858,11998260.1996863,15120258.118908,11928563.2122637,30227741.6774627,104317690.723867,35566477.1495222,13816006.5458769,35854110.0504138,113440355.449763,513083479.173725,1
740.29407,29265920.2534353,NA,12545621.6280292,81979814.7963342,37148284.6141768,26914490.1968659,25910818.922784,52346479.486634,16727269.3927459,37813248.3951377,24276934.3029623,62285782.9350369,58495677.4825029,56325943.8876092,95653863.7300633,57096463.2415927,57986358.8958684,113521583.117003,45219919.935567,48461927.6985666,1
740.29389,38926257.2707936,NA,6990786.18404852,11819314.5959787,215447.031508522,960729.73214721,5869590.02264259,11770955.0827819,9257399.69301513,19120031.9551139,9689426.08704404,25280132.4688834,16941269.4136171,29936076.1630661,25072370.4243472,52285733.5827268,17013150.0151889,2442916.76276275,20307710.0226931,33692446.5619664,1
728.40019,5332077.35846731,3157603.2283564,199719.095423919,31243423.3138761,1134809.37199523,907650.768068105,292460.565249022,NA,422461.093298621,40390340.3657411,850448.794145841,1700948.38643985,1139909.81775546,2326843.51337307,15780974.5917283,2487975.16580479,857450.163095582,3855046.14020813,10150518.4625012,56387916.2418131,1
728.40007,NA,NA,1872395.6841303401,8625153.52951258,54248275.2852379,8009515.50834738,2071514.91084621,25485737.7094019,9031523.12034637,4250118.79180966,1764563.56360813,4058259.45574726,4814122.98914403,2781285.40652563,3292193.88759775,640610.79176162,27758767.0962634,4669332.60738846,9238878.73023752,17899630.2777104,1
726.38414,NA,NA,12725519.1269366,37383209.8037397,19111984.3657485,31201820.7641232,18234476.5677647,166802944.416424,141136668.316233,13815305.9330726,31451550.2911444,23798897.9421158,58315988.666269,20653506.9213658,16309642.2373608,32205352.4414032,123312878.896621,14440881.8731293,19650020.1616985,99975436.8412209,1
726.38403,86003.2782944764,NA,2836385.23094897,18228200.1249187,155615840.053129,8516535.16003796,2574628.52304386,35558443.9764418,62922649.9654066,7545890.80953437,8597329.78403682,7400297.36647488,15283748.6921799,7282962.91004865,6715280.26053874,12267704.0644013,61362223.7657999,3773214.94278243,8599107.58067827,31346575.7383767,1
726.38397,NA,NA,11780769.8722296,NA,246421714.700716,30061514.5910934,19459359.4795682,168207813.228406,136751059.625931,26023729.9267436,34760071.7796674,NA,61185096.0168403,20877238.4228884,NA,NA,175041174.324543,15910377.1809396,NA,102052019.913949,1
726.31122,63073042.868172,3740494.39957086,NA,NA,NA,NA,NA,NA,45713.1705633963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
722.37393,48279509.8730335,181759887.859814,849421.15080332,346625.326529671,227185.105330308,191510.826594922,390768.98707422,1239063.16103207,564050.93802679,187268.656922255,188163.137602963,537974.96952449,185848.999814084,663412.652838671,455759.867142657,77848.7693487912,116874.961525249,NA,NA,183404.161621401,1
710.38926,NA,NA,1241181.47523954,12980575.7375976,26680303.1399071,7629517.1460709,1144007.40538807,8532337.02748346,4778757.92768016,4478491.69002749,4016157.45531767,12932805.6386332,9772692.90266637,14050106.772773,16401885.1842934,7908058.5868641,8388628.29825928,54516022.2205176,12040976.5232858,90452904.3888555,1
710.38926,NA,NA,122958.20997348,6405451.19304837,3138884.53095964,3526655.57114794,284057.488643441,555870.476255161,2047424.31368178,1785307.93024227,84715.0295512826,4136195.76407718,528213.665076586,5912368.70930671,8764939.78567143,757968.879071021,1052818.9248818,21045690.1208908,5051284.99006868,54227266.6958662,1
710.38917,1671643.23928803,NA,3167383.76727969,42506799.1218636,379827524.167864,18406945.6284106,3001415.11873609,61639059.8781043,152374289.56845,19114116.1454839,6760632.38259591,8213715.2962125,18975897.3930547,608243.956431553,12142099.892520601,24606748.9616001,100430589.088316,8949228.97520527,11382170.4467536,80894524.340253,1
708.19138,85912975.5384661,47205050.8255705,133377.589825705,32529.1458742376,45673.7182936656,61521.5820401344,NA,63214.8147512066,79476.8573968345,NA,71023.4795509407,NA,37663.8282066693,NA,44987.9250995188,NA,NA,83505.7931766637,25897.1290560658,731836.504100099,1
708.19128,1301025722.26524,843408286.196765,57597056.9105472,3509027.40037927,199632.304620529,167490.454883985,892551.647233441,821550.266141765,149624.599858973,320024.788351246,325473.410949111,329186.705175874,395875.231585347,508013.316836307,1954866.67796031,646463.170090138,756352.543392631,1127657.04974525,393219.359859347,1673758.60825269,1
703.18449,307712.774180564,40671663.7157127,250297.408376929,41275.5681444787,NA,NA,NA,1621809.13227393,1705654.7528722,94586.4098163588,NA,NA,NA,88702.4550941119,70391.4383306907,NA,NA,NA,NA,NA,1
702.23891,189141.466982101,1393194.8762495,236433.02712587,32324810.9245003,2675671.01103356,815799.752452361,186084.118939042,766631.658267734,37859.4047459649,337866.960183485,1870159.31448833,64017.7308893953,72488.3441745122,132572.296372812,4059049.81401443,272830.041886469,1380339.52121982,1372916.59769138,122840.170071816,168370.284045388,1
702.18136,373663056.138454,70108506.6401108,2462075.42579063,384162.775064301,NA,NA,787943.583641968,6122070.60689573,6804380.48608676,157665.247418485,NA,NA,NA,466361.676682342,929620.66785881,NA,NA,36336.4046613273,NA,651882.254502164,1
700.38921,91265451.3676239,77912064.8088241,1126394.5748138,624342.794799074,345312.9286059,308000.722997973,272138.205917118,1359603.12254204,231961.445908714,614710.804247086,145029.064776883,382369.152948387,351008.523382487,387222.029707596,480277.019638531,140499.284939369,199443.916790789,18780.9825761884,102085.601661065,795535.633960565,1
700.31438,2562735.02766743,NA,62403.8371550836,780444.217984915,80690.4748642705,1690758.48780501,25172.1105980059,31621.3666294719,76590443.3931183,530148.277070394,15232.8734101692,135887.588400553,40638.0431557303,66412.7231339806,584753.504099518,162131.61712843,18078.2333352844,677142.676019415,490113.619598444,2988994.42679998,1
694.39435,585238.873009442,NA,265921.563462624,9327281.84930796,3230161.59176544,4592039.83342892,403152.871639351,821145.509351284,219145.899101856,4445696.09549965,264534.584652189,7694602.3161623,3688612.20721066,12306651.8757151,17337791.1604697,2844179.18536268,3298479.92848632,49147939.9968394,6373884.06553678,81097689.5427756,1
694.39428,1332821.22472479,NA,1732151.84858742,30781980.5698448,3711096.14403163,16784282.2698214,583699.708045384,970775.17016024,128059.354146763,5571072.59831561,616532.327755479,31613457.738638,16732354.0304522,31409660.1336963,53931431.6582754,5157358.66572729,8832759.82435626,115504902.677535,25846863.0337885,252003978.567978,1
688.40474,710027.964719419,NA,5447569.53904014,56939284.4769386,65229270.4664783,8494170.96463454,7447433.44724222,79953715.8646435,18596670.7422427,15643825.0646846,7148483.35861645,14111286.3632007,43952338.6572562,1028125.64367499,17898673.3155924,26074535.3024766,32895857.3379903,21000545.4841351,27345464.6123117,71770762.9242548,1
686.38926,110052.812795802,NA,6408493.95610575,72348506.0622459,101961161.148332,8636208.44423089,8987622.56339282,189170826.326683,31192552.910484,10891011.5252727,6176407.61112042,12917053.5720505,75120760.9365827,6983536.63228632,20119911.5855663,25343131.9440843,51175448.3182083,15995407.3850267,92002602.787878,125588604.252101,1
686.38926,NA,NA,5026863.10056132,44119581.3098656,68836457.8765514,7500494.40842847,6794603.6692992,184421499.133878,29148178.1695905,10253527.0652094,4438869.62746752,9312723.15710346,63667039.0102433,10428998.7943835,15660803.416692,27364833.2875849,56882404.8349283,15829400.8673371,111880531.411562,79186513.8561553,1
686.38906,NA,NA,NA,NA,62987511.2148824,NA,NA,68210.3568685627,NA,1019461.89006096,NA,NA,NA,1786045.34127145,4453620.41705274,2060145.2498055,3651450.7507626,1246430.10259944,NA,NA,1
680.37845,NA,NA,517207.791377319,9876118.04159242,12195073.3578821,80332871.3600056,NA,392615.958909895,NA,1404683.59835465,128613.309267272,12097063.9580886,4903541.05709762,10714366.996958,15522432.298109,2419140.6157649,897852.131971998,90010495.866248,9711533.22514618,114629573.521441,1
680.19662,58207670.2125903,7993253.94721449,188782.946688582,89916036.8328478,63981977.7205177,48777864.4870515,36936.4463498306,41855437.7307183,1387330.21722009,4219848.9230904,7779509.21132342,11946514.6721802,103795673.527785,10201484.0894257,27481139.9886101,6220026.5168724,149648993.079374,10040511.431374,14782898.6682291,186396540.696757,1
658.46675,37019742.5837385,25786129.1830887,1228758.6434635,388991.926007335,65279.4594332786,NA,NA,377366.437710494,225262.023601254,NA,21449.8548677172,NA,NA,174846.732071076,232252.315185592,637435.99804546,147142.433942063,327983.532964598,91392.9103674227,355425.825673964,1
642.21706,88230094.2114755,27861729.9211578,102073.356664105,639558.446336457,NA,408459.003477857,NA,NA,105502.382844471,NA,NA,57224.2295799844,NA,287777.239450474,56246.7195322545,NA,57160.6750363979,4070218.02081961,381760.450366264,1963464.69737315,1
632.50231,28683129.8508421,43307808.906039,344283.283353086,82449.4158791673,22491.0707845205,NA,NA,439821.107342656,104694.006116104,NA,11159.6499739471,28063.9355101103,NA,259960.567403296,72830.5331077554,37278.8514105382,42855.0057451149,NA,NA,116532.104739166,1
630.25355,123260.828537989,NA,3004578.49189247,185948.893252045,269846728.48967,11021121.6746452,2985012.05426981,81360127.5718994,30047875.6052497,10109349.3840817,6976699.72654186,10214394.0425449,126810814.60156,8269330.90925639,9977673.34596794,27469764.1296494,107930125.585643,8036295.17367384,25105519.0240229,62491418.2477446,1
628.23775,3686153.45203213,NA,3912726.67531758,12034681.7795559,23915503.2411529,5564105.25754789,4045420.22461348,35293075.7729951,4839274.75770638,5624116.36674581,6024583.82108247,5393374.8837315,14127266.2255771,5182079.1548147,5263567.51358328,6636316.96445883,16588408.1519694,6897395.55825782,9234795.81215576,24122336.76194,1
628.16526,76261.2415803519,NA,266766.100576977,47194300.2866677,781165.036706604,5702971.60292086,176970.171224612,693445.464578004,700847.092315667,2170380.88250789,529260.108914996,51320.0987268714,278393.880246522,545639.544038848,13157879.662549,288751.867165329,291828.003280235,39311.8864179501,68042.2775012086,1651737.63530954,1
626.14937,190076439.42379,192051298.930423,716894.605857423,2597719.0838249,8799416.96186519,169284.152713816,64974.9169939507,5627535.46280533,2068799.6235889,1545285.69393558,36673.7123959902,361736.879451896,4720863.49450908,721815.725264972,828336.270742564,143638.452393511,2516084.24947561,1409588.9889459,270695.331831798,3655848.35271305,1
624.17009,66864435.4586709,749537.711514066,327804.902907393,71619.328644326,3283571.73724053,602177.033452406,264494.780862701,501143.866273836,219340.362280511,488209.70621532,332013.499939423,421199.074167257,335069.043642541,246989.693330316,626071.894033468,1950050.0970407,1101500.26421612,629604.895769927,175516.141506803,974595.484797893,1
620.42949,106537366.109061,37872092.222117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
616.39823,26482626.622778,9578093.25993195,39831.0607669531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33452.4601255881,NA,1
614.45287,27116249.8600151,18902871.4119155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
612.26381,127617020.59017,55524863.6027751,1417868.98374024,30004803.5348465,2278984.21860007,10111325.538154,84226.8735393233,723395.789141006,1497103.3514251,674795.838416183,36984.0325187653,308719.619881543,49610.0583005905,NA,9482876.57950481,NA,NA,NA,NA,NA,1
612.26381,28000221.9453079,55524863.6027751,NA,30004803.5348465,NA,NA,NA,723395.789141006,1497103.3514251,674795.838416183,NA,NA,46079.1479972377,NA,9482876.57950481,NA,NA,NA,NA,NA,1
610.42172,162310613.575785,134948748.135141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
610.15638,70152942.9397455,26247940.0606205,2085336.22665951,1841808.66538584,NA,135762.951284473,682618.322745417,3873223.70216614,3061387.78517156,104759.744457456,NA,510788.166685935,532479.247941033,149215.962333046,NA,169623.948379849,707220.844440546,264956.349494394,69401.9717059261,1898912.0286569,1
610.15435,1143027822.48523,106341942.13997,67813.9568515251,4758240.79879584,20535539.013293,2358999.83008168,47257.8193076644,4503151.23744844,1529447.44899443,4572883.28321886,1569946.38533494,2142288.71890933,2262363.27708811,5076498.44070841,4397432.09728959,563552.187945048,17119150.8779936,2980566.02869708,30612.7770234538,8338391.92741869,1
610.15435,105671468.529391,206373233.824869,897246.431791692,165960.701628937,198926.365624194,NA,NA,2058551.53369533,607749.118311294,NA,60765.6325392661,NA,154416.9015272,NA,119393.29780358,NA,172780.053580895,162464.035220013,42240.529552149,831474.78053397,1
610.15435,70152942.9397455,26247940.0606205,2085336.22665951,1841808.66538584,1851504.60186177,135762.951284473,682618.322745417,3873223.70216614,3061387.78517156,104759.744457456,NA,NA,532479.247941033,123057.116410993,NA,169623.948379849,707220.844440546,NA,NA,NA,1
604.39844,NA,329232.251534167,33506946.8446014,5426829.32290488,58713028.0520055,82428174.7717686,7836027.86946682,7698692.2262148,400212.571572559,830034.178211814,10950866.532497,9954995.47138924,7679706.56700862,13012789.8958621,10918771.3463666,9384664.7369208,4430107.28686431,18263209.310703,9296092.07536446,40861297.3657507,1
600.29758,3092418.23300308,66788.0187719491,84441.9692066523,1466817.52525718,520781.7971718,403528.231222614,1126787.02611247,421983.930394593,49706238.6637112,561874.868994909,703651.623685633,NA,1020548.0335169,526714.943700735,102102.454251746,2560458.77158166,294959.408159264,75859.0632533467,283203.211132479,317252.921377792,1
